Frame,ID,Object,X,Y
23,1,Player B,0.5588305,0.65840304
23,1,Player B,0.5591802,0.69077396
23,1,Player B,0.856304,0.2727138
24,1,Player B,0.5585954,0.6656405
24,1,Player B,0.55884933,0.6893588
24,1,Player B,0.85631466,0.27272615
25,1,Player B,0.557246,0.6671573
25,1,Player B,0.85628307,0.2727292
26,1,Player B,0.55638677,0.6664418
26,1,Player B,0.8564694,0.27279904
26,1,Player B,0.5570304,0.6905582
27,1,Player B,0.5564095,0.66644806
27,1,Player B,0.8565338,0.2728407
27,1,Player B,0.5570096,0.6905119
28,1,Player B,0.5559343,0.6665087
28,1,Player B,0.55572987,0.6933222
28,1,Player B,0.85654676,0.27277312
29,1,Player B,0.5552024,0.66743636
29,1,Player B,0.5553417,0.6937813
29,1,Player B,0.8563673,0.27297905
30,1,Player B,0.55465394,0.6639502
30,1,Player B,0.5549049,0.69540656
30,1,Player B,0.8557331,0.2729328
31,1,Player B,0.5526416,0.6601642
31,1,Player B,0.8557585,0.27295047
31,1,Player B,0.5517259,0.6916606
32,1,Player B,0.5493346,0.65478027
32,1,Player B,0.85602266,0.27292573
33,1,Player B,0.54917127,0.6549876
33,1,Player B,0.8559007,0.27303013
34,1,Player B,0.5472082,0.65104556
34,1,Player B,0.85582703,0.27306554
35,1,Player B,0.5445882,0.65395796
35,1,Player B,0.85567415,0.27294186
35,1,Player B,0.53440595,0.65432006
36,1,Player B,0.54039896,0.67091125
36,1,Player B,0.85553336,0.27281785
37,1,Player B,0.5411606,0.66124165
37,1,Player B,0.85561943,0.27279636
38,1,Player B,0.5431572,0.63797516
38,1,Player B,0.8559744,0.27272928
39,1,Player B,0.5431608,0.6381054
39,1,Player B,0.8560955,0.2727291
40,1,Player B,0.5474948,0.6042913
40,1,Player B,0.8561481,0.27274004
41,1,Player B,0.54910296,0.60477895
41,1,Player B,0.85610086,0.27270046
42,1,Player B,0.55302733,0.6242371
42,1,Player B,0.85581553,0.27285856
43,1,Player B,0.5546357,0.6396407
43,1,Player B,0.8554357,0.27273843
44,1,Player B,0.55298716,0.64493704
44,1,Player B,0.85542715,0.27303442
45,1,Player B,0.553086,0.6445054
45,1,Player B,0.8553522,0.27305508
46,1,Player B,0.5527767,0.6494179
46,1,Player B,0.85560113,0.27309766
47,1,Player B,0.5507752,0.6647036
47,1,Player B,0.8558664,0.27358985
48,1,Player B,0.5451015,0.66501117
48,1,Player B,0.8559953,0.2736533
49,1,Player B,0.5414266,0.6682415
49,1,Player B,0.8558811,0.273509
50,1,Player B,0.5358271,0.67175573
50,1,Player B,0.85580695,0.27304026
51,1,Player B,0.5358284,0.67193556
51,1,Player B,0.85581285,0.2730373
52,1,Player B,0.52818817,0.6734788
52,1,Player B,0.85596406,0.2731812
52,0,Player A,0.0239194,0.17905882
53,1,Player B,0.52638876,0.67213815
53,1,Player B,0.85583687,0.27305317
53,0,Player A,0.02391631,0.17914058
53,0,Player A,0.020474756,0.25590962
54,1,Player B,0.52547824,0.6712126
54,1,Player B,0.85580176,0.27294865
54,0,Player A,0.023971442,0.17908677
54,0,Player A,0.020454984,0.25596765
55,1,Player B,0.52807647,0.6662966
55,1,Player B,0.8557644,0.27289763
55,0,Player A,0.020414827,0.257485
55,0,Player A,0.023962509,0.17895572
56,1,Player B,0.5231337,0.6635228
56,1,Player B,0.85586715,0.2730266
56,0,Player A,0.020421874,0.25744563
56,0,Player A,0.023966271,0.17896873
57,1,Player B,0.52312493,0.6634948
57,1,Player B,0.8558676,0.2729783
57,0,Player A,0.023985071,0.1790209
57,0,Player A,0.020396417,0.2575489
58,1,Player B,0.5208577,0.6626109
58,1,Player B,0.8557733,0.27295268
58,0,Player A,0.020383887,0.25865698
58,0,Player A,0.023978107,0.17900322
59,1,Player B,0.51761323,0.6615771
59,1,Player B,0.85578096,0.2728671
59,0,Player A,0.020329949,0.2580949
59,0,Player A,0.024027731,0.17928089
60,1,Player B,0.515663,0.6640402
60,1,Player B,0.8558518,0.2729632
60,0,Player A,0.020435166,0.26033258
60,0,Player A,0.024027806,0.17931679
61,1,Player B,0.51519376,0.66170895
61,1,Player B,0.8557316,0.27288315
61,0,Player A,0.020616027,0.26019907
61,0,Player A,0.02400725,0.17944051
62,1,Player B,0.51456606,0.664307
62,1,Player B,0.855859,0.27307037
62,0,Player A,0.020532483,0.26037535
62,0,Player A,0.024014225,0.17930807
63,1,Player B,0.51459825,0.66448814
63,1,Player B,0.85562605,0.2729863
63,0,Player A,0.020600112,0.26118454
63,0,Player A,0.024024554,0.17942764
64,1,Player B,0.5147087,0.66915923
64,1,Player B,0.8556619,0.27285093
64,0,Player A,0.02060041,0.26138324
64,0,Player A,0.024050852,0.1792529
65,1,Player B,0.51609594,0.6663521
65,1,Player B,0.85560644,0.27274203
65,0,Player A,0.02062238,0.26079988
65,0,Player A,0.024048025,0.17915209
66,1,Player B,0.5165385,0.6735435
66,1,Player B,0.85568625,0.27261522
66,0,Player A,0.020588787,0.26209474
67,1,Player B,0.5168107,0.6736616
67,1,Player B,0.85568297,0.27252436
67,0,Player A,0.020603858,0.26169613
68,1,Player B,0.5173553,0.67463255
68,1,Player B,0.85531425,0.2721898
68,0,Player A,0.020628918,0.2613996
68,0,Player A,0.024070898,0.17906214
69,1,Player B,0.5174236,0.67454594
69,1,Player B,0.8553585,0.27214026
69,0,Player A,0.020623922,0.26091906
69,0,Player A,0.02407601,0.17903273
70,1,Player B,0.51788473,0.674496
70,1,Player B,0.8553511,0.2719762
70,0,Player A,0.02058404,0.26122522
70,0,Player A,0.024081329,0.17897525
71,1,Player B,0.51876086,0.6730116
71,1,Player B,0.85558456,0.27183887
71,0,Player A,0.020608507,0.26203224
72,1,Player B,0.5203756,0.6720884
72,1,Player B,0.85553485,0.27180082
72,0,Player A,0.020603022,0.26189536
73,1,Player B,0.5214623,0.67276204
73,1,Player B,0.8557272,0.27180508
73,0,Player A,0.020618554,0.26090792
73,0,Player A,0.024064906,0.17878988
74,1,Player B,0.5229947,0.672482
74,1,Player B,0.8555147,0.27154803
74,0,Player A,0.024072323,0.17862283
74,0,Player A,0.020535449,0.25950935
75,1,Player B,0.52298266,0.67251986
75,1,Player B,0.8554639,0.27151552
75,0,Player A,0.020486152,0.2599234
75,0,Player A,0.024047585,0.17849249
76,1,Player B,0.5268367,0.6771132
76,1,Player B,0.8554021,0.27143717
76,0,Player A,0.024024684,0.17845018
77,1,Player B,0.5303716,0.68220794
77,1,Player B,0.85547906,0.27134937
77,0,Player A,0.024002772,0.17836012
78,1,Player B,0.5363948,0.6875399
78,1,Player B,0.8554653,0.27153152
78,0,Player A,0.023972332,0.17801094
79,1,Player B,0.5394784,0.6910134
79,1,Player B,0.85546666,0.27148986
79,0,Player A,0.023963084,0.1779096
79,0,Player A,0.020500163,0.25901264
80,1,Player B,0.5430235,0.70094484
80,1,Player B,0.85549355,0.27145827
80,0,Player A,0.02395415,0.17752305
80,0,Player A,0.020531416,0.26114845
81,1,Player B,0.54309064,0.7009598
81,1,Player B,0.8554028,0.27140304
81,0,Player A,0.020572897,0.26154488
81,0,Player A,0.02388034,0.17739576
82,1,Player B,0.5461858,0.7077279
82,1,Player B,0.85517323,0.2713338
82,0,Player A,0.020613074,0.26224867
83,1,Player B,0.54912347,0.7154979
83,1,Player B,0.8550699,0.27142712
83,0,Player A,0.020596126,0.2612593
84,1,Player B,0.54845494,0.72018623
84,1,Player B,0.8550078,0.27159533
84,0,Player A,0.020581553,0.26009864
85,1,Player B,0.549173,0.7207909
85,1,Player B,0.8548124,0.2716571
85,0,Player A,0.020549478,0.26097324
86,1,Player B,0.55027074,0.72201765
86,1,Player B,0.85471094,0.2716495
87,1,Player B,0.5502907,0.7217943
87,1,Player B,0.85467756,0.2717256
87,0,Player A,0.020530725,0.26032266
88,1,Player B,0.55137295,0.7216595
88,1,Player B,0.8545586,0.2717192
88,0,Player A,0.020500502,0.26035282
89,1,Player B,0.5527823,0.7207928
89,1,Player B,0.8546959,0.2715554
89,0,Player A,0.020466454,0.26013637
90,1,Player B,0.55161,0.7199271
90,1,Player B,0.8546025,0.27139357
90,0,Player A,0.020515664,0.26071936
91,1,Player B,0.55021405,0.7140644
91,1,Player B,0.85471994,0.2714693
91,0,Player A,0.020510761,0.26068765
92,1,Player B,0.54838234,0.7116001
92,1,Player B,0.8547516,0.2715179
92,0,Player A,0.020483369,0.2615265
