Frame,ID,Object,X,Y
409,37,person,123,290
409,26,person,1707,279
409,10,person,1886,280
409,9,person,1358,52
409,8,person,383,129
409,5,person,177,261
409,3,person,274,188
409,2,person,120,280
410,71,person,1854,669
410,70,person,1155,56
410,69,person,1716,277
410,66,person,783,61
410,60,person,928,98
410,39,person,1654,216
410,37,person,123,290
410,26,person,1707,279
410,10,person,1886,280
410,9,person,1358,52
410,8,person,383,129
410,5,person,177,261
410,3,person,274,188
410,2,person,120,280
411,70,person,1155,56
411,69,person,1716,277
411,66,person,783,61
411,60,person,929,98
411,39,person,1654,216
411,37,person,123,290
411,26,person,1707,279
411,10,person,1886,280
411,9,person,1358,52
411,8,person,383,129
411,5,person,177,261
411,3,person,274,188
411,2,person,120,280
412,70,person,1155,56
412,69,person,1716,277
412,66,person,783,61
412,60,person,929,99
412,39,person,1654,216
412,37,person,123,290
412,26,person,1707,279
412,10,person,1886,280
412,9,person,1358,52
412,8,person,383,129
412,5,person,177,261
412,3,person,274,188
412,2,person,120,280
413,73,person,1863,668
413,70,person,1155,56
413,69,person,1716,277
413,66,person,783,61
413,60,person,929,99
413,39,person,1654,216
413,37,person,123,290
413,26,person,1707,279
413,10,person,1886,280
413,9,person,1358,52
413,8,person,383,129
413,5,person,177,261
413,3,person,275,188
413,2,person,120,280
414,73,person,1865,668
414,70,person,1155,56
414,69,person,1716,277
414,66,person,783,61
414,60,person,930,99
414,39,person,1654,216
414,37,person,123,290
414,26,person,1707,279
414,10,person,1886,280
414,9,person,1358,52
414,8,person,383,129
414,5,person,177,261
414,3,person,275,188
414,2,person,120,280
415,73,person,1865,668
415,70,person,1155,56
415,69,person,1716,277
415,66,person,783,61
415,60,person,930,99
415,39,person,1654,216
415,37,person,123,290
415,26,person,1707,279
415,10,person,1886,280
415,9,person,1358,52
415,8,person,383,129
415,5,person,177,261
415,3,person,275,188
415,2,person,120,280
416,73,person,1867,669
416,70,person,1155,56
416,69,person,1716,277
416,66,person,783,61
416,60,person,929,100
416,39,person,1654,216
416,37,person,123,290
416,26,person,1707,279
416,10,person,1886,280
416,9,person,1358,52
416,8,person,383,129
416,5,person,177,261
416,3,person,275,188
416,2,person,120,280
417,73,person,1868,669
417,70,person,1155,56
417,69,person,1716,277
417,66,person,783,61
417,60,person,929,100
417,39,person,1654,216
417,37,person,123,290
417,26,person,1707,279
417,10,person,1886,280
417,9,person,1358,52
417,8,person,383,129
417,5,person,176,261
417,3,person,275,188
417,2,person,120,280
418,73,person,1871,670
418,70,person,1155,56
418,69,person,1715,277
418,66,person,783,61
418,60,person,931,101
418,39,person,1654,216
418,37,person,123,290
418,26,person,1707,279
418,10,person,1886,280
418,9,person,1358,52
418,8,person,384,128
418,5,person,176,261
418,3,person,275,188
418,2,person,120,279
419,73,person,1871,670
419,70,person,1155,56
419,69,person,1715,277
419,66,person,783,61
419,60,person,932,101
419,39,person,1654,216
419,37,person,123,290
419,26,person,1707,279
419,10,person,1886,280
419,9,person,1358,52
419,8,person,384,128
419,5,person,176,261
419,3,person,275,188
419,2,person,120,279
420,73,person,1872,670
420,70,person,1155,56
420,69,person,1715,277
420,66,person,783,61
420,60,person,937,101
420,39,person,1654,216
420,37,person,123,290
420,26,person,1707,278
420,10,person,1886,280
420,9,person,1358,52
420,8,person,384,128
420,5,person,176,261
420,3,person,275,188
420,2,person,120,279
421,73,person,1872,669
421,70,person,1155,57
421,69,person,1714,277
421,66,person,783,61
421,60,person,939,101
421,39,person,1654,216
421,37,person,123,286
421,26,person,1707,278
421,10,person,1886,280
421,9,person,1358,52
421,8,person,384,128
421,5,person,176,261
421,3,person,275,188
421,2,person,120,279
422,73,person,1872,669
422,70,person,1155,57
422,69,person,1714,277
422,66,person,783,61
422,60,person,940,101
422,39,person,1654,216
422,37,person,124,285
422,26,person,1707,278
422,10,person,1886,280
422,9,person,1358,52
422,8,person,384,128
422,5,person,176,261
422,3,person,275,188
422,2,person,120,279
423,73,person,1873,669
423,70,person,1155,57
423,69,person,1714,277
423,66,person,783,61
423,60,person,943,105
423,39,person,1654,216
423,37,person,124,284
423,26,person,1707,278
423,10,person,1886,280
423,9,person,1358,52
423,8,person,384,128
423,5,person,176,261
423,3,person,275,188
423,2,person,120,279
424,74,person,117,292
424,73,person,1874,669
424,70,person,1155,57
424,66,person,783,61
424,60,person,944,107
424,39,person,1654,216
424,37,person,124,284
424,26,person,1707,278
424,10,person,1886,280
424,9,person,1358,52
424,8,person,384,128
424,5,person,176,261
424,3,person,275,188
424,2,person,120,279
425,74,person,117,292
425,70,person,1155,57
425,66,person,783,61
425,60,person,948,111
425,39,person,1654,216
425,37,person,124,284
425,26,person,1707,278
425,10,person,1886,280
425,9,person,1358,52
425,8,person,384,128
425,5,person,176,261
425,3,person,275,188
425,2,person,120,279
426,74,person,117,292
426,70,person,1155,57
426,66,person,783,61
426,60,person,949,113
426,39,person,1654,216
426,37,person,124,284
426,26,person,1707,278
426,10,person,1886,280
426,9,person,1358,52
426,8,person,384,128
426,5,person,176,261
426,3,person,275,188
426,2,person,120,279
427,74,person,117,292
427,70,person,1155,57
427,69,person,1715,276
427,66,person,783,61
427,60,person,950,113
427,39,person,1654,216
427,37,person,124,284
427,26,person,1707,278
427,10,person,1886,280
427,9,person,1358,52
427,8,person,384,128
427,5,person,176,261
427,3,person,275,188
427,2,person,121,279
428,74,person,117,292
428,70,person,1155,57
428,69,person,1715,276
428,60,person,951,114
428,39,person,1654,216
428,37,person,124,284
428,26,person,1707,278
428,10,person,1886,280
428,9,person,1358,52
428,8,person,384,128
428,5,person,176,261
428,3,person,275,188
428,2,person,121,279
429,74,person,117,292
429,70,person,1155,57
429,69,person,1715,276
429,60,person,951,114
429,39,person,1654,216
429,37,person,124,284
429,26,person,1707,278
429,10,person,1886,280
429,9,person,1358,52
429,8,person,384,128
429,5,person,176,261
429,3,person,276,188
429,2,person,121,279
430,74,person,117,292
430,70,person,1155,57
430,69,person,1716,276
430,60,person,952,113
430,39,person,1654,216
430,37,person,124,284
430,26,person,1707,278
430,10,person,1886,280
430,9,person,1358,52
430,8,person,384,128
430,5,person,176,261
430,3,person,276,188
430,2,person,121,279
431,74,person,117,292
431,70,person,1155,57
431,69,person,1717,276
431,60,person,953,113
431,39,person,1655,216
431,37,person,124,284
431,26,person,1707,277
431,10,person,1886,280
431,9,person,1358,52
431,8,person,384,128
431,5,person,176,261
431,3,person,276,188
431,2,person,121,279
432,74,person,117,292
432,70,person,1155,57
432,69,person,1718,276
432,60,person,954,113
432,39,person,1655,216
432,37,person,124,284
432,26,person,1707,277
432,10,person,1886,280
432,9,person,1358,52
432,8,person,384,128
432,5,person,176,261
432,3,person,276,188
432,2,person,121,279
433,70,person,1155,57
433,69,person,1718,275
433,60,person,955,113
433,39,person,1655,216
433,37,person,123,288
433,26,person,1707,277
433,10,person,1886,280
433,9,person,1358,52
433,8,person,384,128
433,5,person,176,261
433,3,person,276,188
433,2,person,121,279
434,70,person,1155,57
434,69,person,1719,275
434,60,person,955,113
434,39,person,1655,216
434,37,person,123,289
434,26,person,1707,277
434,10,person,1886,280
434,9,person,1358,52
434,8,person,384,128
434,5,person,176,261
434,3,person,276,188
434,2,person,121,279
435,70,person,1155,57
435,69,person,1719,275
435,60,person,956,113
435,39,person,1655,216
435,37,person,123,290
435,26,person,1707,277
435,10,person,1886,280
435,9,person,1358,52
435,8,person,384,128
435,5,person,176,261
435,3,person,276,188
435,2,person,121,279
436,70,person,1155,57
436,69,person,1720,275
436,60,person,956,113
436,39,person,1655,216
436,37,person,123,290
436,26,person,1707,277
436,10,person,1886,280
436,9,person,1358,52
436,8,person,384,128
436,5,person,176,261
436,3,person,276,188
436,2,person,121,279
437,70,person,1155,57
437,69,person,1719,275
437,60,person,957,112
437,39,person,1655,216
437,37,person,123,290
437,26,person,1709,278
437,10,person,1886,280
437,9,person,1358,52
437,8,person,384,128
437,5,person,176,261
437,3,person,276,188
437,2,person,121,279
438,70,person,1155,57
438,69,person,1719,275
438,60,person,957,112
438,39,person,1655,216
438,37,person,123,290
438,26,person,1708,277
438,10,person,1886,280
438,9,person,1358,52
438,8,person,384,128
438,5,person,176,261
438,3,person,276,188
438,2,person,121,279
439,70,person,1155,57
439,69,person,1719,275
439,60,person,957,112
439,39,person,1655,216
439,37,person,123,290
439,26,person,1708,277
439,10,person,1886,280
439,9,person,1358,52
439,8,person,384,128
439,5,person,176,261
439,3,person,276,188
439,2,person,121,279
440,70,person,1155,57
440,69,person,1721,274
440,60,person,958,112
440,39,person,1655,216
440,37,person,124,287
440,26,person,1708,278
440,10,person,1886,280
440,9,person,1358,52
440,8,person,384,128
440,5,person,176,261
440,3,person,276,188
440,2,person,121,279
441,70,person,1155,57
441,69,person,1722,274
441,60,person,958,112
441,39,person,1655,216
441,37,person,124,286
441,26,person,1707,277
441,10,person,1886,280
441,9,person,1358,52
441,8,person,384,128
441,5,person,176,261
441,3,person,276,188
441,2,person,121,279
442,70,person,1155,57
442,69,person,1722,274
442,60,person,958,111
442,39,person,1654,216
442,37,person,124,286
442,26,person,1707,277
442,9,person,1358,52
442,8,person,384,128
442,5,person,176,261
442,3,person,276,188
442,2,person,121,279
443,75,person,117,292
443,70,person,1155,57
443,69,person,1722,274
443,60,person,959,111
443,39,person,1654,216
443,37,person,124,286
443,26,person,1707,278
443,9,person,1358,52
443,8,person,384,128
443,5,person,177,261
443,3,person,276,188
443,2,person,121,279
444,75,person,117,292
444,70,person,1155,57
444,69,person,1720,276
444,60,person,959,110
444,39,person,1655,216
444,37,person,124,286
444,26,person,1708,279
444,9,person,1358,52
444,8,person,384,128
444,5,person,177,261
444,3,person,276,188
444,2,person,121,279
445,75,person,116,292
445,70,person,1155,57
445,69,person,1720,277
445,60,person,959,110
445,39,person,1655,216
445,37,person,124,286
445,26,person,1708,279
445,9,person,1358,52
445,8,person,384,128
445,5,person,177,261
445,3,person,276,188
445,2,person,121,279
446,75,person,116,292
446,70,person,1155,57
446,69,person,1720,277
446,60,person,959,110
446,39,person,1655,216
446,37,person,124,286
446,26,person,1708,279
446,10,person,1886,280
446,9,person,1358,52
446,8,person,384,128
446,5,person,177,261
446,3,person,276,188
446,2,person,121,279
447,77,person,783,61
447,76,person,1878,906
447,75,person,116,292
447,70,person,1155,56
447,60,person,959,108
447,39,person,1655,216
447,37,person,125,286
447,26,person,1707,278
447,10,person,1886,280
447,9,person,1358,52
447,8,person,384,128
447,5,person,177,261
447,3,person,276,188
447,2,person,121,279
448,77,person,783,61
448,76,person,1877,905
448,75,person,116,292
448,70,person,1155,56
448,60,person,959,108
448,39,person,1655,214
448,37,person,125,287
448,26,person,1707,278
448,10,person,1886,280
448,9,person,1358,52
448,8,person,384,128
448,5,person,177,261
448,3,person,276,188
448,2,person,121,279
449,77,person,783,61
449,76,person,1872,905
449,75,person,116,292
449,70,person,1155,57
449,60,person,959,108
449,39,person,1655,215
449,37,person,125,286
449,26,person,1707,281
449,10,person,1886,280
449,9,person,1358,52
449,8,person,384,128
449,5,person,177,261
449,3,person,276,188
449,2,person,121,279
450,77,person,783,61
450,76,person,1871,906
450,75,person,116,292
450,70,person,1155,57
450,60,person,959,108
450,39,person,1655,216
450,37,person,125,286
450,26,person,1706,282
450,10,person,1886,279
450,9,person,1358,52
450,8,person,384,128
450,5,person,176,260
450,3,person,276,188
450,2,person,122,279
451,77,person,783,61
451,76,person,1871,906
451,75,person,115,292
451,70,person,1155,57
451,69,person,1720,281
451,60,person,959,108
451,39,person,1655,216
451,37,person,125,286
451,26,person,1706,282
451,10,person,1886,279
451,9,person,1358,52
451,8,person,384,128
451,5,person,177,261
451,3,person,276,188
451,2,person,122,279
452,77,person,783,61
452,76,person,1856,903
452,75,person,115,292
452,70,person,1155,57
452,69,person,1720,284
452,60,person,958,108
452,39,person,1654,216
452,37,person,125,286
452,26,person,1706,284
452,10,person,1886,279
452,9,person,1358,52
452,8,person,384,128
452,5,person,177,261
452,3,person,276,188
452,2,person,122,279
453,77,person,783,61
453,76,person,1851,902
453,75,person,115,292
453,70,person,1155,57
453,69,person,1721,285
453,60,person,958,108
453,39,person,1653,216
453,37,person,125,286
453,26,person,1706,284
453,10,person,1886,279
453,9,person,1358,52
453,8,person,384,128
453,5,person,177,261
453,3,person,276,188
453,2,person,122,279
454,77,person,783,61
454,76,person,1839,902
454,75,person,115,292
454,70,person,1155,58
454,69,person,1720,288
454,60,person,957,108
454,39,person,1653,217
454,37,person,125,287
454,26,person,1704,287
454,10,person,1885,279
454,9,person,1358,52
454,8,person,384,128
454,5,person,177,261
454,3,person,276,188
454,2,person,122,279
455,78,person,1872,370
455,77,person,783,61
455,76,person,1835,902
455,75,person,115,292
455,70,person,1155,58
455,69,person,1719,288
455,60,person,957,108
455,39,person,1653,217
455,37,person,125,287
455,26,person,1703,289
455,10,person,1885,279
455,9,person,1358,52
455,8,person,384,128
455,5,person,177,261
455,3,person,276,188
455,2,person,122,279
456,78,person,1872,370
456,77,person,783,61
456,76,person,1826,902
456,75,person,115,292
456,70,person,1155,58
456,69,person,1716,290
456,60,person,956,108
456,39,person,1678,185
456,37,person,126,287
456,26,person,1699,290
456,10,person,1885,279
456,9,person,1358,52
456,8,person,384,128
456,5,person,177,261
456,3,person,276,188
456,2,person,122,279
457,78,person,1872,370
457,77,person,783,61
457,76,person,1823,903
457,70,person,1155,58
457,69,person,1715,290
457,60,person,955,108
457,39,person,1688,173
457,37,person,126,287
457,26,person,1698,291
457,10,person,1885,279
457,9,person,1357,52
457,8,person,384,128
457,5,person,177,261
457,3,person,276,188
457,2,person,123,279
458,79,person,1634,220
458,78,person,1871,369
458,77,person,783,61
458,76,person,1811,904
458,70,person,1155,58
458,69,person,1709,296
458,60,person,954,108
458,39,person,1690,174
458,37,person,126,290
458,10,person,1885,279
458,9,person,1357,52
458,8,person,384,128
458,5,person,177,261
458,3,person,276,188
458,2,person,123,278
459,79,person,1633,220
459,78,person,1871,369
459,77,person,783,61
459,76,person,1807,905
459,70,person,1155,58
459,69,person,1706,298
459,60,person,954,107
459,39,person,1690,174
459,37,person,126,291
459,10,person,1885,279
459,9,person,1358,52
459,8,person,384,128
459,5,person,176,261
459,3,person,276,188
459,2,person,123,278
460,79,person,1631,220
460,78,person,1871,369
460,77,person,783,61
460,76,person,1806,905
460,70,person,1154,58
460,69,person,1706,299
460,60,person,954,107
460,39,person,1692,171
460,37,person,126,291
460,10,person,1885,279
460,9,person,1358,52
460,8,person,384,128
460,5,person,176,261
460,3,person,276,188
460,2,person,123,278
461,80,person,1657,214
461,79,person,1633,219
461,78,person,1871,369
461,77,person,783,61
461,76,person,1807,906
461,70,person,1154,58
461,69,person,1701,293
461,60,person,954,104
461,39,person,1691,181
461,37,person,126,292
461,10,person,1885,279
461,9,person,1358,52
461,8,person,384,128
461,5,person,177,261
461,3,person,276,188
461,2,person,124,278
462,80,person,1657,215
462,79,person,1634,219
462,78,person,1871,369
462,77,person,783,61
462,76,person,1807,906
462,70,person,1154,58
462,69,person,1699,290
462,60,person,953,103
462,39,person,1691,185
462,37,person,126,292
462,10,person,1885,279
462,9,person,1358,52
462,8,person,384,128
462,5,person,177,261
462,3,person,276,188
462,2,person,124,278
463,80,person,1657,215
463,79,person,1634,219
463,78,person,1871,369
463,77,person,783,61
463,76,person,1809,906
463,70,person,1154,58
463,69,person,1693,290
463,60,person,953,103
463,39,person,1691,188
463,37,person,126,292
463,10,person,1885,279
463,9,person,1358,52
463,8,person,384,128
463,5,person,177,261
463,3,person,276,188
463,2,person,124,278
464,80,person,1655,215
464,79,person,1628,224
464,78,person,1871,369
464,77,person,783,61
464,76,person,1814,908
464,70,person,1154,58
464,60,person,953,103
464,39,person,1691,198
464,37,person,126,292
464,10,person,1885,279
464,9,person,1358,52
464,8,person,384,128
464,5,person,177,261
464,3,person,276,188
464,2,person,125,277
465,80,person,1654,215
465,79,person,1626,226
465,78,person,1871,369
465,77,person,783,61
465,76,person,1816,909
465,70,person,1153,57
465,60,person,953,102
465,39,person,1691,201
465,37,person,126,292
465,10,person,1885,279
465,9,person,1358,52
465,8,person,384,128
465,5,person,176,260
465,3,person,276,188
465,2,person,125,277
466,80,person,1656,218
466,79,person,1627,222
466,78,person,1871,369
466,77,person,783,61
466,76,person,1811,909
466,70,person,1153,57
466,60,person,952,102
466,37,person,127,292
466,10,person,1885,279
466,9,person,1358,52
466,8,person,384,128
466,5,person,176,260
466,3,person,276,188
466,2,person,126,277
467,80,person,1656,220
467,79,person,1627,220
467,78,person,1871,369
467,77,person,783,61
467,76,person,1809,909
467,75,person,115,292
467,70,person,1153,57
467,60,person,952,102
467,37,person,127,292
467,10,person,1885,279
467,9,person,1357,52
467,8,person,384,128
467,5,person,176,260
467,3,person,276,188
467,2,person,126,277
468,80,person,1656,223
468,79,person,1630,220
468,78,person,1871,368
468,77,person,783,61
468,76,person,1794,907
468,75,person,114,292
468,70,person,1153,57
468,60,person,952,102
468,37,person,127,291
468,10,person,1885,280
468,9,person,1357,52
468,8,person,384,128
468,5,person,176,261
468,3,person,275,188
468,2,person,126,277
469,80,person,1657,224
469,79,person,1629,220
469,78,person,1871,368
469,77,person,783,61
469,76,person,1788,907
469,75,person,114,292
469,70,person,1153,57
469,60,person,951,102
469,37,person,128,291
469,10,person,1886,280
469,9,person,1357,52
469,8,person,384,128
469,5,person,177,261
469,3,person,275,188
469,2,person,127,277
470,80,person,1656,222
470,79,person,1632,220
470,78,person,1871,367
470,77,person,782,60
470,76,person,1785,895
470,75,person,114,292
470,70,person,1153,57
470,60,person,951,102
470,37,person,128,291
470,10,person,1885,279
470,9,person,1357,52
470,8,person,384,128
470,5,person,177,261
470,3,person,275,188
470,2,person,127,277
471,80,person,1656,222
471,79,person,1633,220
471,78,person,1871,367
471,77,person,782,60
471,76,person,1784,891
471,75,person,114,292
471,70,person,1153,57
471,60,person,951,102
471,37,person,128,291
471,10,person,1886,280
471,9,person,1357,52
471,8,person,384,128
471,5,person,177,261
471,3,person,275,187
471,2,person,127,277
472,80,person,1659,219
472,79,person,1669,217
472,78,person,1872,367
472,77,person,782,60
472,76,person,1771,902
472,75,person,114,292
472,70,person,1153,57
472,60,person,949,103
472,37,person,128,291
472,9,person,1357,52
472,8,person,384,128
472,5,person,176,260
472,3,person,275,188
472,2,person,128,277
473,80,person,1660,218
473,79,person,1683,216
473,78,person,1872,367
473,77,person,782,60
473,76,person,1765,906
473,75,person,114,292
473,70,person,1153,57
473,60,person,949,103
473,37,person,128,291
473,9,person,1357,52
473,8,person,384,128
473,5,person,176,260
473,3,person,275,188
473,2,person,127,277
474,80,person,1661,217
474,79,person,1687,216
474,78,person,1872,367
474,77,person,781,59
474,76,person,1764,908
474,75,person,114,292
474,70,person,1153,57
474,60,person,949,103
474,37,person,128,291
474,9,person,1357,52
474,8,person,384,128
474,5,person,176,260
474,3,person,275,188
474,2,person,127,277
475,81,person,1653,287
475,80,person,1661,217
475,79,person,1690,216
475,78,person,1872,367
475,77,person,780,59
475,76,person,1763,909
475,70,person,1153,57
475,60,person,949,104
475,37,person,129,291
475,9,person,1357,52
475,8,person,384,128
475,5,person,176,260
475,3,person,275,188
475,2,person,128,277
476,77,person,780,59
476,76,person,1752,909
476,70,person,1153,57
476,60,person,947,104
476,37,person,129,291
476,9,person,1357,53
476,8,person,384,128
476,5,person,176,260
476,3,person,275,188
476,2,person,128,277
477,77,person,780,59
477,76,person,1747,909
477,70,person,1153,57
477,60,person,947,105
477,37,person,129,291
477,9,person,1357,53
477,8,person,384,128
477,5,person,176,260
477,3,person,275,188
477,2,person,128,277
478,77,person,780,59
478,76,person,1736,905
478,70,person,1153,57
478,60,person,946,105
478,37,person,129,291
478,9,person,1357,53
478,8,person,384,128
478,5,person,176,260
478,3,person,275,188
478,2,person,128,277
479,82,tennis racket,1678,920
479,77,person,780,59
479,76,person,1732,904
479,70,person,1153,57
479,60,person,946,105
479,37,person,129,291
479,10,person,1886,280
479,9,person,1357,53
479,8,person,384,128
479,5,person,176,260
479,3,person,275,188
479,2,person,128,277
480,82,tennis racket,1664,914
480,77,person,782,59
480,76,person,1726,906
480,60,person,946,105
480,37,person,128,292
480,10,person,1885,280
480,9,person,1357,53
480,8,person,383,128
480,5,person,176,260
480,3,person,274,187
480,2,person,128,276
481,82,tennis racket,1659,913
481,77,person,783,60
481,76,person,1720,906
481,60,person,945,105
481,37,person,128,292
481,10,person,1885,280
481,9,person,1357,52
481,8,person,383,128
481,5,person,176,261
481,3,person,273,187
481,2,person,128,276
482,77,person,783,59
482,76,person,1709,911
482,60,person,945,105
482,37,person,128,292
482,10,person,1885,280
482,9,person,1357,52
482,8,person,383,128
482,5,person,176,261
482,3,person,273,187
482,2,person,128,276
483,84,tennis racket,1651,902
483,77,person,783,59
483,76,person,1705,913
483,60,person,945,106
483,37,person,128,292
483,10,person,1885,280
483,9,person,1357,52
483,8,person,383,128
483,5,person,176,261
483,3,person,273,187
483,2,person,128,276
484,77,person,783,59
484,76,person,1698,916
484,69,person,1626,299
484,60,person,945,105
484,37,person,127,292
484,10,person,1885,279
484,9,person,1357,52
484,8,person,383,128
484,5,person,176,261
484,3,person,273,187
484,2,person,128,276
485,85,tennis racket,1606,924
485,77,person,783,59
485,76,person,1696,917
485,69,person,1624,300
485,60,person,945,105
485,37,person,127,292
485,10,person,1885,279
485,9,person,1357,52
485,8,person,383,128
485,5,person,176,261
485,3,person,273,187
485,2,person,128,276
486,85,tennis racket,1606,923
486,77,person,783,59
486,76,person,1695,917
486,69,person,1624,300
486,60,person,945,105
486,37,person,127,292
486,10,person,1885,279
486,9,person,1357,52
486,8,person,383,128
486,5,person,176,261
486,3,person,273,187
486,2,person,128,276
487,87,tennis racket,1599,933
487,85,tennis racket,1606,924
487,77,person,783,59
487,76,person,1695,917
487,69,person,1624,300
487,60,person,945,105
487,37,person,127,292
487,10,person,1885,279
487,9,person,1357,52
487,8,person,383,128
487,5,person,176,261
487,3,person,273,187
487,2,person,128,276
488,77,person,783,59
488,76,person,1693,916
488,69,person,1615,300
488,60,person,946,105
488,37,person,127,292
488,10,person,1886,280
488,9,person,1357,52
488,8,person,383,128
488,5,person,176,261
488,3,person,273,187
488,2,person,128,276
489,77,person,783,59
489,76,person,1692,916
489,69,person,1611,300
489,60,person,946,105
489,37,person,127,292
489,10,person,1886,280
489,9,person,1357,52
489,8,person,383,128
489,5,person,176,261
489,3,person,273,187
489,2,person,128,276
490,77,person,783,59
490,76,person,1685,915
490,69,person,1600,301
490,60,person,946,105
490,37,person,128,292
490,10,person,1886,280
490,9,person,1357,52
490,8,person,383,128
490,5,person,176,261
490,3,person,273,187
490,2,person,128,276
491,88,tennis racket,1635,874
491,77,person,783,59
491,76,person,1682,914
491,69,person,1596,302
491,60,person,946,105
491,37,person,128,292
491,10,person,1886,280
491,9,person,1357,52
491,8,person,383,128
491,5,person,176,261
491,3,person,273,187
491,2,person,128,276
492,77,person,783,59
492,76,person,1673,914
492,69,person,1587,303
492,60,person,947,105
492,37,person,128,292
492,10,person,1886,279
492,9,person,1357,52
492,8,person,383,128
492,5,person,176,261
492,3,person,273,187
492,2,person,128,276
493,89,tennis racket,1534,909
493,77,person,783,59
493,76,person,1669,914
493,69,person,1584,303
493,60,person,947,105
493,37,person,127,292
493,10,person,1886,279
493,9,person,1357,52
493,8,person,383,128
493,5,person,176,261
493,3,person,273,187
493,2,person,128,276
494,77,person,783,59
494,76,person,1664,913
494,69,person,1579,305
494,60,person,947,106
494,37,person,128,292
494,10,person,1886,279
494,9,person,1357,52
494,8,person,383,128
494,5,person,176,261
494,3,person,273,187
494,2,person,128,276
495,77,person,783,59
495,76,person,1662,913
495,69,person,1577,306
495,60,person,948,106
495,37,person,128,292
495,10,person,1886,279
495,9,person,1357,52
495,8,person,383,128
495,5,person,176,261
495,3,person,273,187
495,2,person,128,276
496,77,person,783,59
496,76,person,1658,913
496,69,person,1572,312
496,60,person,948,106
496,37,person,128,292
496,10,person,1886,280
496,9,person,1357,52
496,8,person,383,128
496,5,person,176,261
496,3,person,273,187
496,2,person,128,276
497,77,person,783,59
497,76,person,1657,912
497,69,person,1570,314
497,60,person,948,106
497,37,person,128,292
497,10,person,1886,280
497,9,person,1357,52
497,8,person,383,128
497,5,person,176,261
497,3,person,273,187
497,2,person,128,276
498,77,person,783,59
498,76,person,1657,912
498,69,person,1570,315
498,60,person,948,106
498,37,person,128,292
498,10,person,1886,280
498,9,person,1357,52
498,8,person,383,128
498,5,person,176,261
498,3,person,273,187
498,2,person,128,276
499,77,person,783,59
499,76,person,1657,912
499,69,person,1570,315
499,60,person,948,106
499,37,person,128,292
499,10,person,1886,280
499,9,person,1357,52
499,8,person,383,128
499,5,person,176,261
499,3,person,273,187
499,2,person,128,276
500,77,person,783,59
500,76,person,1647,912
500,60,person,949,106
500,37,person,128,292
500,10,person,1886,280
500,9,person,1357,52
500,8,person,383,128
500,5,person,176,261
500,3,person,273,187
500,2,person,128,276
501,77,person,783,59
501,76,person,1644,912
501,60,person,949,106
501,37,person,128,292
501,10,person,1886,280
501,9,person,1357,52
501,8,person,383,128
501,5,person,176,261
501,3,person,273,187
501,2,person,128,276
